set,path,label,xmin,ymin,xmax,ymax
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderYellow,0.387019231,0.576923077,0.451923077,0.661057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderYellow,0.3125,0.581730769,0.377403846,0.665865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderRed,0.610576923,0.661057692,0.685096154,0.75
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderGurney,0.463942308,0.670673077,0.528846154,0.752403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderGurney,0.389423077,0.675480769,0.454326923,0.757211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.b3ded4cf7aed2f426491c799231d7de3.jpg,OrderYellow,0.310096154,0.675480769,0.382211538,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderBlue,0.680288462,0.266826923,0.745192308,0.355769231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderBlue,0.528846154,0.274038462,0.596153846,0.360576923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderBlue,0.454326923,0.276442308,0.519230769,0.365384615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderBlue,0.300480769,0.28125,0.372596154,0.367788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderRed,0.456730769,0.375,0.519230769,0.46875
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderRed,0.382211538,0.382211538,0.447115385,0.463942308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderRed,0.305288462,0.384615385,0.370192308,0.471153846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderRed,0.685096154,0.466346154,0.757211538,0.557692308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderYellow,0.533653846,0.475961538,0.603365385,0.560096154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderGurney,0.605769231,0.475961538,0.680288462,0.560096154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderBlue,0.382211538,0.480769231,0.451923077,0.572115385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderGurney,0.305288462,0.483173077,0.375,0.572115385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderYellow,0.463942308,0.579326923,0.526442308,0.661057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderGurney,0.538461538,0.579326923,0.603365385,0.663461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderYellow,0.387019231,0.584134615,0.451923077,0.668269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderYellow,0.3125,0.588942308,0.377403846,0.670673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderRed,0.610576923,0.673076923,0.685096154,0.759615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderGurney,0.463942308,0.680288462,0.528846154,0.759615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderGurney,0.387019231,0.682692308,0.456730769,0.764423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.8b4d84052ce4d375741ad555083ac2aa.jpg,OrderYellow,0.310096154,0.682692308,0.382211538,0.771634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderBlue,0.771634615,0.165865385,0.850961538,0.264423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderBlue,0.322115385,0.163461538,0.396634615,0.269230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderBlue,0.5,0.165865385,0.581730769,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderBlue,0.584134615,0.165865385,0.673076923,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderRed,0.5,0.288461538,0.576923077,0.387019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderRed,0.322115385,0.288461538,0.396634615,0.389423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderRed,0.408653846,0.288461538,0.487980769,0.389423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderGurney,0.324519231,0.40625,0.399038462,0.5
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderYellow,0.584134615,0.403846154,0.661057692,0.507211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderRed,0.764423077,0.403846154,0.848557692,0.507211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderBlue,0.411057692,0.40625,0.487980769,0.507211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderGurney,0.673076923,0.403846154,0.752403846,0.514423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderYellow,0.322115385,0.521634615,0.396634615,0.620192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderYellow,0.408653846,0.524038462,0.485576923,0.622596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderYellow,0.495192308,0.528846154,0.572115385,0.620192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderGurney,0.581730769,0.528846154,0.65625,0.625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderGurney,0.492788462,0.634615385,0.569711538,0.730769231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderYellow,0.324519231,0.637019231,0.396634615,0.730769231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderGurney,0.40625,0.637019231,0.485576923,0.730769231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.44fd259d70734994dd5b967b4d3ddc9e.jpg,OrderRed,0.665865385,0.644230769,0.742788462,0.742788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderBlue,0.680288462,0.254807692,0.742788462,0.34375
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderBlue,0.528846154,0.264423077,0.59375,0.350961538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderBlue,0.451923077,0.266826923,0.519230769,0.358173077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderBlue,0.300480769,0.271634615,0.370192308,0.365384615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderRed,0.454326923,0.367788462,0.516826923,0.459134615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderRed,0.379807692,0.375,0.444711538,0.456730769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderRed,0.302884615,0.377403846,0.367788462,0.466346154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderRed,0.682692308,0.454326923,0.752403846,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderYellow,0.53125,0.466346154,0.598557692,0.550480769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderGurney,0.603365385,0.461538462,0.675480769,0.552884615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderBlue,0.379807692,0.473557692,0.447115385,0.564903846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderGurney,0.302884615,0.475961538,0.370192308,0.567307692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderYellow,0.456730769,0.569711538,0.526442308,0.653846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderGurney,0.533653846,0.569711538,0.600961538,0.653846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderYellow,0.382211538,0.576923077,0.449519231,0.661057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderYellow,0.307692308,0.581730769,0.375,0.665865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderRed,0.608173077,0.661057692,0.680288462,0.75
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderGurney,0.461538462,0.670673077,0.524038462,0.752403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderGurney,0.387019231,0.675480769,0.449519231,0.757211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.1aae3989d78a923ea51b4ad727643880.jpg,OrderYellow,0.307692308,0.675480769,0.377403846,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeRed,0.634615385,0.396634615,0.752403846,0.526442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeYellow,0.497596154,0.408653846,0.598557692,0.536057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeYellow,0.360576923,0.411057692,0.459134615,0.536057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeRed,0.211538462,0.418269231,0.331730769,0.543269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeRed,0.216346154,0.665865385,0.338942308,0.810096154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeBlue,0.762019231,0.108173077,0.899038462,0.230769231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeYellow,0.632211538,0.108173077,0.745192308,0.242788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeBlue,0.495192308,0.122596154,0.59375,0.245192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeBlue,0.34375,0.132211538,0.449519231,0.252403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage3_jpg.rf.9363091ee239a87f52d00144967b6874.jpg,CubeBlue,0.192307692,0.137019231,0.307692308,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeRed,0.610576923,0.413461538,0.711538462,0.524038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeYellow,0.490384615,0.425480769,0.569711538,0.53125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeYellow,0.362980769,0.425480769,0.451923077,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeRed,0.240384615,0.435096154,0.329326923,0.543269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeRed,0.233173077,0.658653846,0.334134615,0.78125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeBlue,0.733173077,0.151442308,0.846153846,0.266826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeYellow,0.615384615,0.163461538,0.711538462,0.271634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeBlue,0.492788462,0.173076923,0.576923077,0.278846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeBlue,0.355769231,0.177884615,0.454326923,0.286057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.b98686df1a176e20053746f64ab34d8d.jpg,CubeBlue,0.221153846,0.185096154,0.326923077,0.295673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderBlue,0.680288462,0.173076923,0.762019231,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderBlue,0.497596154,0.182692308,0.579326923,0.288461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderBlue,0.40625,0.189903846,0.490384615,0.293269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderBlue,0.230769231,0.194711538,0.310096154,0.302884615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderRed,0.413461538,0.310096154,0.495192308,0.415865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderRed,0.319711538,0.3125,0.403846154,0.411057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderRed,0.233173077,0.314903846,0.317307692,0.423076923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderRed,0.6875,0.418269231,0.769230769,0.524038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderGurney,0.598557692,0.423076923,0.677884615,0.528846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderYellow,0.507211538,0.423076923,0.586538462,0.528846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderBlue,0.329326923,0.432692308,0.411057692,0.538461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderGurney,0.242788462,0.4375,0.324519231,0.533653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderGurney,0.509615385,0.543269231,0.591346154,0.65625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderYellow,0.334134615,0.545673077,0.418269231,0.653846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderYellow,0.423076923,0.548076923,0.502403846,0.65625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderYellow,0.25,0.555288462,0.331730769,0.653846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderRed,0.598557692,0.658653846,0.685096154,0.764423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderGurney,0.430288462,0.663461538,0.507211538,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderGurney,0.341346154,0.665865385,0.423076923,0.769230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.bcadeacc8e53a645d073108728fedd0f.jpg,OrderYellow,0.254807692,0.665865385,0.336538462,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeRed,0.612980769,0.411057692,0.713942308,0.519230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeYellow,0.492788462,0.420673077,0.572115385,0.528846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeYellow,0.365384615,0.425480769,0.454326923,0.536057692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeRed,0.240384615,0.430288462,0.334134615,0.545673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeRed,0.237980769,0.65625,0.336538462,0.78125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeBlue,0.737980769,0.149038462,0.84375,0.259615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeYellow,0.617788462,0.158653846,0.711538462,0.266826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeBlue,0.495192308,0.168269231,0.576923077,0.276442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeBlue,0.360576923,0.175480769,0.451923077,0.283653846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image_jpg.rf.c18ab73b21ee6912443a875ea161d55c.jpg,CubeBlue,0.223557692,0.182692308,0.329326923,0.295673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderBlue,0.774038462,0.175480769,0.853365385,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderBlue,0.324519231,0.168269231,0.399038462,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderBlue,0.502403846,0.170673077,0.584134615,0.28125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderBlue,0.588942308,0.173076923,0.673076923,0.28125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderRed,0.504807692,0.293269231,0.579326923,0.394230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderRed,0.326923077,0.293269231,0.401442308,0.394230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderRed,0.415865385,0.293269231,0.490384615,0.394230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderGurney,0.329326923,0.411057692,0.403846154,0.504807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderYellow,0.588942308,0.411057692,0.665865385,0.514423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderRed,0.769230769,0.415865385,0.853365385,0.514423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderBlue,0.415865385,0.411057692,0.492788462,0.512019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderGurney,0.677884615,0.413461538,0.757211538,0.521634615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderYellow,0.329326923,0.526442308,0.401442308,0.625
